_CASE_KEY	Variant	Pizza Type	Pizza Size	Weekday	Daytime	Customer_Location	Customer_Type	Revenue
973	2	Speciale	Medium	Wednesday	13	Munich District One	Adult	43
974	3	Salami	Large	Sunday	21	Munich District Three	Adult	39
975	1	Paprika	Small	Friday	18	Munich District Five	Senior	9
976	4	Salami	Medium	Friday	13	Munich District Two	Student	9
977	4	Magherita	Large	Friday	20	Munich District One	Teenager	10
978	1	Magherita	Small	Saturday	18	Munich District Three	Teenager	12
979	1	Magherita	Small	Friday	19	Munich District One	Student	36
980	2	Magherita	Large	Sunday	18	Munich District Three	Student	10
981	1	Calzone	Large	Saturday	12	Munich District One	Teenager	21
982	1	Magherita	Medium	Saturday	18	Munich District One	Adult	50
983	4	Funghi	Large	Friday	12	Munich District Three	Student	8
984	8	Paprika	Small	Saturday	14	Munich District One	Student	29
986	7	Salami	Medium	Friday	14	Munich District One	Teenager	6
987	3	Calzone	Large	Sunday	19	Munich District One	Student	10
989	3	Funghi	Small	Saturday	13	Munich District Three	Student	9
990	9	Magherita	Small	Saturday	14	Munich District Two	Student	9
991	3	Calzone	Large	Sunday	18	Munich District One	Teenager	10
992	4	Magherita	Large	Saturday	19	Munich District One	Adult	56
993	1	Magherita	Medium	Friday	13	Munich District Two	Student	36
994	1	Salami	Small	Saturday	16	Munich District Two	Teenager	52
995	2	Funghi	Medium	Friday	17	Munich District One	Student	10
996	2	Magherita	Large	Wednesday	10	Munich District Three	Student	29
997	2	Funghi	Medium	Friday	18	Munich District Two	Teenager	10
998	1	Funghi	Small	Saturday	12	Munich District One	Student	54
999	2	Salami	Small	Tuesday	18	Munich District One	Adult	28
1001	1	Salami	Medium	Wednesday	11	Munich District One	Teenager	5
1002	3	Speciale	Large	Sunday	16	Munich District One	Teenager	21
1003	6	Magherita	Large	Friday	14	Munich District Two	Student	36
1004	3	Funghi	Small	Saturday	12	Munich District One	Student	16
1006	2	Salami	Small	Sunday	17	Munich District Four	Teenager	21
1007	1	Salami	Small	Saturday	18	Munich District One	Student	11
1008	1	Magherita	Small	Thursday	11	Munich District One	Student	44
1009	8	Salami	Medium	Friday	18	Munich District Three	Student	8
1010	2	Salami	Small	Sunday	21	Munich District One	Teenager	11
1012	6	Salami	Large	Wednesday	21	Munich District Two	Teenager	60
1013	7	Salami	Small	Sunday	19	Munich District Five	Student	13
1014	2	Funghi	Small	Sunday	12	Munich District One	Teenager	29
1015	2	Funghi	Large	Saturday	14	Munich District Three	Teenager	32
1016	4	Veggie	Large	Sunday	13	Munich District One	Adult	5
1017	2	Funghi	Large	Friday	19	Munich District Three	Student	52
1018	4	Salami	Large	Friday	20	Munich District Five	Teenager	15
1019	3	Salami	Medium	Friday	18	Munich District Five	Student	5
1020	4	Calzone	Large	Saturday	19	Munich District One	Student	53
1021	4	Veggie	Large	Saturday	19	Munich District Three	Student	4
1022	3	Speciale	Medium	Tuesday	17	Munich District Two	Student	36
1023	2	Salami	Small	Sunday	12	Munich District One	Student	21
1024	1	Speciale	Small	Friday	19	Munich District Five	Student	8
1026	1	Calzone	Medium	Friday	12	Munich District One	Student	36
1027	3	Salami	Small	Wednesday	10	Munich District One	Student	36
1028	1	Veggie	Large	Sunday	21	Munich District One	Student	9
1029	3	Magherita	Small	Monday	18	Munich District One	Teenager	11
1030	3	Paprika	Large	Wednesday	14	Munich District Three	Student	5
1031	1	Funghi	Small	Sunday	18	Munich District One	Student	6
1032	1	Funghi	Large	Sunday	20	Munich District Three	Student	43
1033	1	Funghi	Large	Sunday	19	Munich District One	Teenager	5
1034	3	Funghi	Small	Saturday	18	Munich District One	Student	6
1035	2	Funghi	Large	Sunday	19	Munich District One	Adult	51
1036	4	Funghi	Medium	Saturday	11	Munich District One	Student	10
1037	3	Salami	Large	Sunday	18	Munich District Two	Adult	28
1039	6	Salami	Small	Friday	12	Munich District Five	Teenager	11
1040	3	Calzone	Small	Sunday	18	Munich District Four	Student	10
1042	1	Salami	Small	Sunday	11	Munich District One	Student	19
1043	1	Salami	Small	Saturday	20	Munich District One	Student	11
1044	2	Salami	Small	Saturday	18	Munich District Two	Student	8
1045	2	Speciale	Medium	Sunday	20	Munich District Four	Student	15
1046	3	Calzone	Small	Friday	19	Munich District Two	Student	11
1047	1	Veggie	Medium	Monday	14	Munich District Two	Student	21
1048	2	Magherita	Large	Sunday	12	Munich District Three	Adult	21
1049	1	Speciale	Large	Saturday	18	Munich District One	Student	21
1050	1	Salami	Small	Sunday	12	Munich District One	Student	29
1051	2	Salami	Large	Monday	19	Munich District One	Student	29
1052	4	Salami	Large	Sunday	18	Munich District Two	Adult	56
1053	3	Salami	Medium	Friday	13	Munich District Three	Student	28
1054	2	Magherita	Large	Friday	13	Munich District Four	Student	38
1055	4	Funghi	Small	Friday	19	Munich District One	Adult	21
1056	4	Speciale	Small	Friday	18	Munich District One	Student	9
1057	2	Funghi	Small	Friday	15	Munich District Three	Adult	8
1059	3	Salami	Small	Saturday	12	Munich District One	Student	9
1060	3	Salami	Small	Wednesday	12	Munich District One	Teenager	30
1061	2	Calzone	Small	Saturday	19	Munich District One	Student	21
1062	3	Calzone	Small	Saturday	14	Munich District One	Student	36
1063	2	Salami	Small	Saturday	10	Munich District Two	Student	21
1064	2	Magherita	Small	Sunday	11	Munich District Two	Teenager	29
1065	1	Magherita	Large	Sunday	21	Munich District Five	Adult	53
1066	2	Magherita	Small	Sunday	15	Munich District One	Teenager	21
1067	1	Veggie	Medium	Monday	10	Munich District Three	Student	10
1068	4	Magherita	Small	Saturday	12	Munich District One	Student	47
1069	1	Salami	Medium	Sunday	17	Munich District One	Student	22
1070	2	Funghi	Medium	Friday	13	Munich District Three	Student	21
1071	2	Speciale	Large	Sunday	18	Munich District Two	Student	10
1072	4	Calzone	Large	Sunday	18	Munich District One	Adult	15
1073	8	Magherita	Large	Saturday	12	Munich District Two	Student	29
1074	1	Magherita	Medium	Tuesday	12	Munich District Three	Student	10
1075	6	Funghi	Medium	Saturday	17	Munich District One	Adult	56
1076	8	Calzone	Large	Sunday	12	Munich District One	Senior	9
1077	1	Salami	Large	Saturday	19	Munich District Four	Teenager	20
1078	4	Magherita	Small	Wednesday	11	Munich District Two	Senior	10
1079	1	Calzone	Small	Thursday	15	Munich District Three	Student	6
1080	2	Calzone	Medium	Wednesday	18	Munich District One	Adult	32
1081	2	Funghi	Small	Tuesday	13	Munich District One	Adult	12
1082	2	Funghi	Medium	Saturday	19	Munich District Three	Student	35
1083	3	Paprika	Medium	Saturday	14	Munich District One	Student	6
1084	1	Salami	Large	Sunday	16	Munich District Four	Student	5
1085	4	Salami	Medium	Sunday	13	Munich District Two	Student	44
1087	1	Speciale	Medium	Friday	13	Munich District One	Teenager	28
1088	2	Salami	Large	Sunday	12	Munich District One	Adult	5
1089	3	Salami	Large	Friday	12	Munich District Two	Student	60
1091	2	Magherita	Large	Friday	19	Munich District Three	Senior	29
1092	1	Calzone	Large	Sunday	13	Munich District One	Adult	11
1093	3	Salami	Large	Saturday	13	Munich District One	Student	49
1094	3	Salami	Large	Sunday	13	Munich District One	Student	21
1095	3	Salami	Medium	Friday	14	Munich District One	Teenager	33
1096	8	Speciale	Medium	Thursday	12	Munich District Two	Teenager	13
1097	3	Speciale	Small	Thursday	12	Munich District Two	Student	54
1098	2	Veggie	Large	Sunday	15	Munich District Three	Student	11
1100	2	Veggie	Small	Saturday	11	Munich District Three	Teenager	50
1101	2	Magherita	Small	Sunday	13	Munich District Three	Student	29
1102	1	Speciale	Large	Saturday	18	Munich District Five	Student	9
1103	8	Funghi	Large	Friday	12	Munich District One	Student	8
1105	2	Salami	Large	Saturday	12	Munich District Five	Teenager	31
1106	7	Salami	Small	Saturday	20	Munich District Two	Student	36
1107	2	Salami	Medium	Friday	19	Munich District Five	Student	6
1108	7	Salami	Small	Sunday	18	Munich District One	Teenager	36
1109	4	Salami	Small	Wednesday	19	Munich District Four	Student	25
1111	4	Magherita	Small	Sunday	13	Munich District Three	Student	13
1112	1	Magherita	Small	Thursday	12	Munich District One	Student	9
1113	1	Calzone	Small	Saturday	12	Munich District One	Senior	21
1114	1	Speciale	Large	Thursday	17	Munich District Two	Teenager	21
1116	2	Funghi	Small	Wednesday	12	Munich District One	Adult	9
1117	6	Speciale	Small	Sunday	18	Munich District One	Student	25
1118	1	Salami	Small	Sunday	12	Munich District Three	Student	60
1120	6	Salami	Small	Friday	13	Munich District Five	Teenager	29
1121	2	Magherita	Medium	Sunday	19	Munich District One	Student	21
1122	1	Salami	Small	Saturday	12	Munich District One	Student	6
1123	3	Salami	Small	Wednesday	12	Munich District Five	Adult	55
1124	6	Magherita	Large	Saturday	19	Munich District Two	Student	56
1125	2	Speciale	Medium	Sunday	18	Munich District Three	Student	11
1126	2	Calzone	Small	Sunday	19	Munich District One	Student	15
1127	7	Calzone	Medium	Saturday	12	Munich District One	Student	25
1128	2	Calzone	Large	Friday	18	Munich District One	Student	32
1129	2	Paprika	Large	Friday	12	Munich District One	Student	6
1130	2	Magherita	Small	Friday	21	Munich District Three	Student	29
1131	3	Paprika	Small	Thursday	12	Munich District Three	Student	25
1132	4	Salami	Medium	Saturday	13	Munich District Three	Student	38
1133	3	Magherita	Medium	Sunday	21	Munich District Two	Student	10
1134	6	Funghi	Small	Wednesday	11	Munich District Three	Student	8
1135	4	Speciale	Small	Friday	12	Munich District Three	Teenager	5
1136	1	Magherita	Small	Tuesday	19	Munich District One	Teenager	8
1137	3	Funghi	Small	Sunday	19	Munich District One	Teenager	18
1138	1	Speciale	Small	Sunday	18	Munich District Three	Adult	23
1139	3	Calzone	Small	Sunday	12	Munich District Four	Adult	17
1140	1	Speciale	Medium	Saturday	12	Munich District One	Student	55
1141	4	Funghi	Medium	Thursday	12	Munich District One	Teenager	29
1142	8	Salami	Small	Saturday	19	Munich District One	Student	38
1143	6	Salami	Small	Saturday	13	Munich District One	Student	29
1144	4	Calzone	Medium	Monday	18	Munich District One	Teenager	8
1145	4	Magherita	Large	Sunday	12	Munich District Three	Student	10
1146	7	Salami	Small	Friday	21	Munich District One	Teenager	5
1147	2	Magherita	Small	Friday	18	Munich District One	Adult	29
1148	8	Funghi	Small	Saturday	17	Munich District Three	Adult	5
1149	1	Magherita	Medium	Saturday	12	Munich District Five	Student	8
1150	1	Funghi	Large	Tuesday	20	Munich District Three	Teenager	36
1151	8	Magherita	Small	Wednesday	18	Munich District Two	Student	19
1152	2	Salami	Small	Wednesday	18	Munich District One	Student	10
1153	3	Paprika	Large	Friday	12	Munich District One	Student	8
1154	8	Paprika	Medium	Saturday	12	Munich District Five	Teenager	5
1155	1	Speciale	Large	Friday	18	Munich District One	Student	30
1156	2	Paprika	Large	Saturday	11	Munich District Three	Senior	31
1157	2	Calzone	Small	Sunday	15	Munich District Two	Student	56
1158	1	Salami	Medium	Saturday	13	Munich District Three	Student	6
1159	4	Funghi	Medium	Friday	12	Munich District One	Student	17
1160	7	Calzone	Small	Wednesday	12	Munich District Three	Teenager	25
1161	2	Speciale	Small	Monday	19	Munich District One	Teenager	6
1162	9	Salami	Small	Sunday	18	Munich District One	Student	55
1163	6	Magherita	Medium	Sunday	14	Munich District Three	Student	10
1165	3	Calzone	Small	Wednesday	18	Munich District Three	Adult	17
1166	2	Funghi	Medium	Tuesday	16	Munich District One	Student	21
1167	7	Magherita	Large	Tuesday	17	Munich District Five	Student	15
1168	2	Veggie	Medium	Sunday	17	Munich District Three	Student	29
1169	3	Magherita	Small	Wednesday	19	Munich District Three	Teenager	21
1170	3	Salami	Large	Sunday	17	Munich District One	Adult	37
1171	2	Funghi	Medium	Friday	18	Munich District One	Student	12
1172	1	Magherita	Small	Friday	13	Munich District Four	Adult	24
1173	1	Veggie	Small	Friday	15	Munich District One	Teenager	46
1174	1	Speciale	Medium	Saturday	20	Munich District One	Student	10
1175	1	Magherita	Large	Sunday	11	Munich District Five	Student	49
1176	1	Funghi	Large	Sunday	19	Munich District Four	Student	9
1177	1	Paprika	Medium	Sunday	18	Munich District One	Adult	38
1178	3	Funghi	Small	Wednesday	21	Munich District One	Student	10
1179	1	Salami	Small	Saturday	18	Munich District Five	Student	21
1180	2	Speciale	Small	Sunday	13	Munich District Three	Student	4
1181	2	Magherita	Large	Monday	18	Munich District One	Student	33
1183	7	Magherita	Small	Friday	14	Munich District Three	Student	17
1184	1	Salami	Large	Sunday	14	Munich District Two	Adult	8
1185	2	Calzone	Small	Saturday	14	Munich District One	Teenager	50
1186	2	Funghi	Small	Saturday	12	Munich District Two	Student	36
1187	1	Funghi	Small	Friday	12	Munich District Five	Teenager	36
1188	1	Salami	Small	Friday	12	Munich District One	Teenager	6
1189	4	Funghi	Large	Saturday	12	Munich District Three	Student	56
1190	6	Salami	Large	Saturday	13	Munich District Three	Student	21
1191	2	Salami	Medium	Saturday	11	Munich District One	Adult	52
1192	2	Magherita	Small	Friday	18	Munich District One	Student	36
1193	6	Salami	Large	Sunday	12	Munich District Two	Student	24
1194	3	Salami	Small	Tuesday	14	Munich District One	Adult	20
1195	6	Salami	Medium	Sunday	13	Munich District One	Student	10
1196	1	Funghi	Large	Wednesday	19	Munich District Three	Student	37
1198	1	Calzone	Small	Sunday	14	Munich District One	Teenager	32
1199	3	Speciale	Medium	Sunday	12	Munich District Four	Student	5
1200	2	Funghi	Small	Wednesday	20	Munich District Four	Student	11
1201	3	Paprika	Small	Tuesday	14	Munich District Five	Student	28
1202	1	Funghi	Small	Sunday	17	Munich District Two	Student	21
1203	9	Magherita	Large	Sunday	18	Munich District Two	Student	49
1204	2	Salami	Medium	Sunday	18	Munich District One	Student	43
1205	3	Veggie	Small	Friday	14	Munich District Two	Student	4
1206	2	Veggie	Small	Wednesday	12	Munich District One	Teenager	11
1207	3	Salami	Large	Sunday	10	Munich District Three	Student	21
1208	1	Speciale	Large	Sunday	19	Munich District Four	Student	9
1209	8	Paprika	Medium	Wednesday	18	Munich District One	Student	23
1210	1	Salami	Large	Sunday	13	Munich District One	Student	8
1211	3	Veggie	Large	Wednesday	21	Munich District Five	Senior	21
1212	4	Calzone	Medium	Saturday	18	Munich District Four	Teenager	9
1213	3	Funghi	Small	Sunday	14	Munich District Four	Student	36
1214	4	Speciale	Small	Friday	12	Munich District Four	Senior	5
1215	1	Calzone	Small	Sunday	20	Munich District Four	Student	13
1216	1	Salami	Large	Friday	18	Munich District Three	Student	39
1217	1	Salami	Small	Wednesday	18	Munich District Four	Student	10
1218	3	Calzone	Medium	Thursday	11	Munich District One	Student	33
1219	1	Funghi	Large	Saturday	12	Munich District Four	Senior	43
1220	2	Salami	Small	Monday	16	Munich District One	Adult	9
1221	1	Magherita	Medium	Friday	12	Munich District One	Adult	51
1222	3	Funghi	Small	Sunday	18	Munich District One	Student	21
1223	3	Magherita	Small	Saturday	14	Munich District Three	Student	36
1224	2	Funghi	Small	Saturday	19	Munich District One	Teenager	11
1225	2	Salami	Large	Friday	12	Munich District One	Teenager	8
1226	4	Magherita	Small	Saturday	13	Munich District Three	Student	21
1227	4	Calzone	Small	Friday	18	Munich District One	Teenager	36
1228	1	Funghi	Large	Friday	13	Munich District One	Teenager	37
1229	7	Magherita	Large	Sunday	13	Munich District One	Teenager	5
1231	8	Salami	Small	Friday	12	Munich District Four	Student	5
1232	2	Magherita	Medium	Sunday	13	Munich District Four	Teenager	17
1233	4	Speciale	Small	Saturday	20	Munich District Four	Adult	9
1234	3	Salami	Small	Wednesday	12	Munich District Two	Student	32
1235	4	Salami	Small	Wednesday	21	Munich District One	Adult	32
1237	3	Magherita	Medium	Sunday	18	Munich District One	Adult	11
1239	2	Funghi	Large	Thursday	19	Munich District Four	Student	28
1240	4	Magherita	Medium	Friday	12	Munich District Two	Student	44
1241	2	Magherita	Small	Sunday	14	Munich District One	Adult	11
1242	8	Magherita	Small	Friday	11	Munich District Two	Adult	29
1243	3	Paprika	Large	Friday	18	Munich District One	Student	22
1244	1	Funghi	Large	Sunday	21	Munich District Four	Student	36
1245	2	Salami	Large	Saturday	14	Munich District One	Teenager	43
1246	2	Salami	Small	Friday	18	Munich District One	Adult	10
1247	3	Salami	Small	Wednesday	18	Munich District Three	Student	10
1248	3	Calzone	Small	Sunday	18	Munich District One	Adult	16
1249	2	Speciale	Medium	Saturday	20	Munich District Two	Teenager	10
1250	1	Salami	Large	Wednesday	14	Munich District One	Adult	4
1251	1	Funghi	Medium	Friday	18	Munich District One	Senior	16
1252	1	Funghi	Small	Saturday	19	Munich District One	Student	29
1253	7	Funghi	Large	Thursday	18	Munich District Three	Adult	29
1254	1	Calzone	Medium	Saturday	12	Munich District Two	Adult	47
1255	3	Funghi	Medium	Friday	18	Munich District One	Student	36
1257	1	Funghi	Medium	Sunday	19	Munich District One	Teenager	6
1258	3	Salami	Small	Sunday	14	Munich District Five	Student	31
1259	6	Funghi	Large	Thursday	19	Munich District One	Student	21
1260	2	Salami	Small	Friday	17	Munich District Five	Senior	24
1261	3	Magherita	Small	Sunday	17	Munich District Three	Adult	36
1262	1	Funghi	Small	Monday	12	Munich District Five	Student	29
1263	4	Funghi	Large	Thursday	12	Munich District Four	Student	29
1265	4	Salami	Large	Wednesday	18	Munich District Three	Teenager	38
1266	3	Magherita	Medium	Saturday	18	Munich District One	Student	53
1267	7	Veggie	Large	Sunday	14	Munich District One	Student	39
1268	4	Funghi	Large	Friday	12	Munich District One	Teenager	36
1269	1	Calzone	Large	Friday	18	Munich District One	Adult	34
1270	6	Funghi	Small	Saturday	12	Munich District Two	Teenager	43
1271	1	Funghi	Small	Sunday	15	Munich District Three	Student	36
1272	1	Salami	Large	Friday	20	Munich District One	Student	10
1273	7	Funghi	Medium	Monday	19	Munich District Four	Student	56
1274	4	Salami	Large	Saturday	13	Munich District One	Adult	29
1275	3	Magherita	Large	Sunday	12	Munich District One	Student	17
1276	1	Magherita	Small	Saturday	21	Munich District One	Teenager	8
1277	2	Funghi	Small	Friday	18	Munich District One	Adult	9
1278	1	Salami	Medium	Friday	11	Munich District Five	Student	17
1279	2	Paprika	Small	Sunday	12	Munich District Two	Student	36
1281	4	Funghi	Small	Wednesday	12	Munich District Three	Student	60
1282	1	Speciale	Large	Sunday	18	Munich District Three	Teenager	54
1283	6	Funghi	Large	Saturday	12	Munich District Two	Student	29
1284	2	Magherita	Medium	Saturday	14	Munich District One	Student	29
1286	7	Veggie	Small	Monday	12	Munich District One	Adult	36
1287	7	Magherita	Medium	Saturday	12	Munich District One	Student	30
1288	2	Salami	Small	Thursday	17	Munich District One	Student	36
1289	2	Funghi	Small	Sunday	12	Munich District One	Teenager	5
1290	1	Funghi	Small	Sunday	11	Munich District Five	Student	9
1291	3	Magherita	Large	Sunday	20	Munich District One	Student	29
1292	1	Salami	Large	Saturday	12	Munich District Three	Student	17
1293	6	Magherita	Medium	Friday	12	Munich District One	Student	9
1294	1	Magherita	Small	Monday	18	Munich District One	Adult	28
1295	2	Salami	Small	Monday	14	Munich District One	Student	36
1296	3	Salami	Small	Thursday	18	Munich District Three	Student	35
1297	1	Salami	Small	Sunday	15	Munich District Two	Student	25
1298	2	Magherita	Large	Friday	18	Munich District One	Teenager	6
1299	2	Speciale	Medium	Friday	20	Munich District One	Student	8
1300	3	Funghi	Medium	Monday	18	Munich District One	Student	43
1301	4	Magherita	Medium	Wednesday	18	Munich District One	Adult	37
1302	6	Calzone	Large	Friday	13	Munich District One	Teenager	21
1303	3	Funghi	Small	Saturday	20	Munich District Two	Student	6
1305	1	Calzone	Small	Friday	18	Munich District Three	Senior	44
1306	7	Magherita	Large	Saturday	18	Munich District Two	Student	9
1307	3	Salami	Large	Saturday	12	Munich District Five	Teenager	29
1308	2	Speciale	Small	Sunday	12	Munich District Two	Adult	11
1309	9	Calzone	Large	Thursday	11	Munich District One	Student	29
1310	8	Funghi	Large	Sunday	12	Munich District Four	Student	21
1311	1	Funghi	Small	Thursday	17	Munich District Three	Adult	10
1312	2	Calzone	Large	Friday	11	Munich District Four	Adult	36
1313	1	Calzone	Small	Sunday	13	Munich District Three	Student	36
1314	4	Magherita	Large	Wednesday	12	Munich District One	Student	36
1315	4	Funghi	Medium	Sunday	14	Munich District Two	Student	28
1316	4	Salami	Small	Sunday	12	Munich District One	Adult	21
1317	1	Veggie	Large	Friday	17	Munich District One	Student	60
1318	2	Calzone	Medium	Friday	20	Munich District Three	Student	6
1319	4	Salami	Small	Sunday	18	Munich District One	Student	15
1320	1	Paprika	Small	Sunday	12	Munich District One	Student	36
1321	1	Speciale	Large	Friday	16	Munich District One	Student	10
1324	2	Speciale	Medium	Sunday	13	Munich District One	Student	13
1325	1	Paprika	Small	Sunday	14	Munich District Three	Student	9
1326	6	Funghi	Large	Saturday	13	Munich District One	Adult	29
1327	2	Salami	Large	Sunday	10	Munich District Two	Student	53
1328	2	Funghi	Small	Wednesday	12	Munich District One	Adult	56
1329	3	Salami	Small	Sunday	12	Munich District Two	Adult	10
1330	4	Calzone	Medium	Sunday	12	Munich District Two	Adult	24
1331	4	Speciale	Small	Friday	19	Munich District Three	Adult	56
1332	3	Funghi	Small	Friday	18	Munich District Two	Student	25
1333	1	Salami	Small	Saturday	21	Munich District One	Adult	21
1334	3	Magherita	Medium	Friday	14	Munich District One	Student	21
1335	2	Speciale	Medium	Sunday	13	Munich District Four	Student	35
1336	3	Funghi	Large	Sunday	12	Munich District Two	Student	36
1337	9	Magherita	Small	Wednesday	12	Munich District Three	Student	4
1338	1	Salami	Large	Saturday	21	Munich District Five	Teenager	29
1339	1	Speciale	Small	Sunday	15	Munich District Four	Senior	17
1340	2	Veggie	Large	Friday	18	Munich District Three	Student	11
1341	2	Funghi	Small	Saturday	12	Munich District Five	Teenager	11
1342	2	Magherita	Small	Friday	18	Munich District One	Teenager	56
1343	4	Salami	Medium	Sunday	21	Munich District Three	Student	51
1344	4	Salami	Medium	Friday	18	Munich District One	Student	10
1345	1	Funghi	Large	Wednesday	12	Munich District One	Student	9
1347	2	Funghi	Large	Sunday	12	Munich District One	Student	43
1348	1	Salami	Large	Sunday	13	Munich District Three	Teenager	54
1349	1	Salami	Medium	Friday	19	Munich District One	Student	12
1350	1	Speciale	Large	Sunday	18	Munich District Five	Student	21
1351	3	Salami	Small	Friday	19	Munich District One	Student	9
1352	6	Salami	Small	Thursday	21	Munich District One	Adult	36
1353	1	Funghi	Large	Saturday	12	Munich District Five	Student	29
1354	3	Salami	Large	Wednesday	18	Munich District One	Teenager	10
1355	1	Magherita	Large	Friday	19	Munich District Five	Student	11
1356	9	Funghi	Medium	Sunday	14	Munich District Four	Student	25
1357	4	Speciale	Medium	Wednesday	19	Munich District Four	Student	17
1358	1	Paprika	Medium	Saturday	14	Munich District One	Adult	9
1359	4	Funghi	Large	Saturday	19	Munich District One	Student	11
1360	7	Magherita	Medium	Friday	13	Munich District Two	Teenager	53
1361	6	Salami	Medium	Sunday	18	Munich District Two	Student	11
1362	2	Magherita	Large	Friday	12	Munich District Three	Teenager	21
1363	4	Salami	Large	Wednesday	18	Munich District One	Student	29
1364	8	Calzone	Medium	Sunday	13	Munich District One	Student	44
1365	1	Magherita	Large	Sunday	19	Munich District One	Student	23
1366	4	Magherita	Small	Saturday	16	Munich District Four	Student	44
1367	1	Salami	Large	Saturday	12	Munich District Four	Student	36
1368	1	Calzone	Medium	Friday	11	Munich District Five	Student	8
1369	9	Funghi	Large	Friday	14	Munich District Four	Student	6
1370	1	Magherita	Small	Sunday	14	Munich District Two	Student	55
1371	1	Calzone	Small	Sunday	16	Munich District Three	Student	36
1372	3	Magherita	Medium	Sunday	14	Munich District Three	Adult	18
1373	3	Funghi	Small	Friday	20	Munich District Two	Teenager	21
1374	8	Funghi	Small	Saturday	18	Munich District Three	Teenager	6
1375	1	Funghi	Large	Sunday	20	Munich District Four	Student	11
1376	2	Funghi	Small	Sunday	12	Munich District Four	Teenager	6
1378	1	Speciale	Small	Sunday	13	Munich District Two	Teenager	15
1379	4	Magherita	Small	Wednesday	18	Munich District One	Student	30
1380	7	Calzone	Small	Friday	14	Munich District Three	Student	47
1381	1	Funghi	Medium	Friday	13	Munich District One	Student	6
1382	1	Funghi	Small	Sunday	19	Munich District Three	Student	38
1383	2	Speciale	Small	Saturday	12	Munich District One	Adult	16
1384	1	Funghi	Medium	Sunday	18	Munich District One	Student	21
1385	1	Magherita	Small	Friday	13	Munich District One	Teenager	6
1387	1	Paprika	Small	Friday	10	Munich District One	Student	10
1388	6	Speciale	Large	Wednesday	12	Munich District Five	Student	54
1389	1	Veggie	Small	Friday	14	Munich District One	Student	11
1390	4	Funghi	Large	Sunday	18	Munich District Five	Student	36
1391	3	Salami	Small	Sunday	17	Munich District Two	Student	12
1392	2	Salami	Small	Saturday	17	Munich District Three	Adult	9
1393	3	Magherita	Small	Sunday	14	Munich District Five	Student	5
1395	3	Salami	Small	Friday	12	Munich District Three	Student	29
1397	1	Calzone	Medium	Sunday	12	Munich District Three	Student	23
1398	1	Funghi	Small	Sunday	13	Munich District One	Adult	6
1399	2	Salami	Small	Friday	19	Munich District One	Student	16
1400	4	Magherita	Small	Monday	21	Munich District One	Teenager	6
1401	1	Speciale	Medium	Saturday	12	Munich District One	Senior	36
1402	4	Magherita	Large	Saturday	18	Munich District One	Senior	36
1405	2	Calzone	Large	Saturday	13	Munich District Five	Student	29
1406	1	Funghi	Small	Saturday	20	Munich District One	Senior	53
1407	2	Veggie	Large	Saturday	12	Munich District Two	Teenager	38
1408	2	Salami	Small	Thursday	18	Munich District Two	Student	50
1409	1	Magherita	Small	Saturday	13	Munich District Three	Teenager	8
1410	8	Calzone	Large	Saturday	20	Munich District Three	Adult	28
1411	3	Magherita	Medium	Thursday	18	Munich District One	Senior	55
1412	2	Calzone	Large	Monday	18	Munich District One	Student	29
1413	6	Salami	Large	Saturday	18	Munich District Three	Adult	51
1414	1	Paprika	Small	Sunday	12	Munich District Four	Student	39
1415	8	Salami	Large	Friday	12	Munich District Two	Student	50
1416	7	Speciale	Small	Saturday	18	Munich District Three	Student	10
1417	4	Magherita	Small	Wednesday	18	Munich District One	Student	29
1419	7	Magherita	Medium	Friday	20	Munich District Four	Teenager	29
1420	1	Salami	Small	Friday	12	Munich District One	Teenager	36
1421	2	Salami	Large	Sunday	18	Munich District Five	Senior	21
1422	2	Salami	Small	Saturday	14	Munich District One	Student	52
1423	1	Paprika	Large	Sunday	15	Munich District One	Teenager	21
1424	1	Magherita	Large	Friday	12	Munich District One	Student	5
1425	3	Salami	Medium	Sunday	18	Munich District Two	Student	5
1426	1	Magherita	Large	Saturday	18	Munich District Two	Student	36
1427	1	Funghi	Small	Sunday	19	Munich District Five	Student	21
1428	4	Salami	Large	Wednesday	19	Munich District Two	Student	36
1429	9	Salami	Large	Saturday	17	Munich District One	Teenager	24
1430	1	Paprika	Small	Wednesday	18	Munich District Two	Student	56
1431	4	Funghi	Small	Saturday	19	Munich District One	Student	16
1432	7	Magherita	Small	Friday	18	Munich District Four	Student	33
1433	4	Salami	Medium	Friday	12	Munich District One	Adult	6
1434	2	Funghi	Large	Friday	21	Munich District One	Teenager	35
1435	1	Veggie	Medium	Tuesday	19	Munich District One	Student	9
1436	2	Salami	Medium	Saturday	10	Munich District Four	Student	11
1437	9	Salami	Large	Saturday	16	Munich District Four	Student	17
1439	1	Funghi	Medium	Thursday	19	Munich District Three	Student	29
1440	1	Funghi	Medium	Friday	12	Munich District One	Student	10
1441	3	Veggie	Small	Friday	18	Munich District Three	Student	47
1443	3	Speciale	Large	Sunday	12	Munich District Three	Teenager	24
1445	4	Veggie	Large	Wednesday	18	Munich District One	Teenager	6
1446	7	Magherita	Medium	Friday	13	Munich District Two	Teenager	4
1448	3	Magherita	Medium	Wednesday	18	Munich District One	Student	36
1451	1	Funghi	Large	Sunday	20	Munich District One	Student	30
1452	4	Funghi	Medium	Saturday	18	Munich District Five	Student	30
